"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage"
"672","PR01355","PRB0048","EHI00672","ABQ95E1L1I1","Podarcis muralis","Other",17844908,17335060,2676736200,2541564174,1942638,65297834,353294,2479040467,62523707,1692841550,"68%",0.7864
"673","PR01356","PRB0048","EHI00673","ABR14E1L1I1","Podarcis muralis","Other",5855130,5707436,878269500,839839194,559322,17650694,18574,836797758,3041436,514847516,"62%",0.608
"674","PR01357","PRB0048","EHI00701","AEY21E1L1I1","Podarcis muralis","Other",77485730,75362446,11622859500,11124286239,6263579,188019048,1226186,10895078347,229207892,7555288849,"69%",0.9065
"675","PR01358","PRB0048","EHI00702","AEY22E1L1I1","Podarcis muralis","Other",20932916,20456936,3139937400,3023097896,1605309,46542931,325190,2961343788,61754108,1779206657,"60%",0.7921
"676","PR01359","PRB0048","EHI00703","AEY25E1L1I1","Podarcis muralis","Other",29984464,28961282,4497669600,4274944896,2432104,72191558,87650,4258181797,16763099,2705669723,"64%",0.8568
"677","PR01360","PRB0048","EHI00725","ABQ40E1L1I1","Podarcis muralis","Other",27327362,26785952,4099104300,3975483105,1622326,45659285,508910,3881468660,94014445,2766920826,"71%",0.7783
"678","PR01361","PRB0048","EHI00726","ABQ43E1L1I1","Podarcis muralis","Other",34546152,33087194,5181922800,4903340707,2320835,64930813,1199622,4686635776,216704931,3148330200,"67%",0.8507
"679","PR01362","PRB0048","EHI00727","ABQ50E1L1I1","Podarcis muralis","Other",45965478,44713498,6894821700,6642935313,2457100,67232476,16826110,3334917431,3308017882,1706712310,"51%",0.7713
"680","PR01363","PRB0048","EHI00728","ABQ93E1L1I1","Podarcis muralis","Other",100368226,96519938,15055233900,14348014763,5194811,135821921,294254,14290818487,57196276,10278439790,"72%",0.9453
"681","PR01364","PRB0048","EHI00729","ABR29E1L1I1","Podarcis muralis","Other",29473338,28041232,4421000700,4155182042,1966857,53027663,1190052,3929545056,225636986,2465000311,"63%",0.7807
"682","PR01365","PRB0048","EHI00734","AEY27E1L1I1","Podarcis muralis","Other",24905380,24140520,3735807000,3593939869,1163806,28347730,83798,3578751673,15188196,2516882431,"70%",0.8315
"683","PR01366","PRB0048","EHI00744","AEY28E1L1I1","Podarcis muralis","Other",35270402,34476782,5290560300,5032366033,4949865,142229626,1702966,4723029455,309336578,1945252707,"41%",0.846
"684","PR01367","PRB0048","EHI00754","AEY26E1L1I1","Podarcis muralis","Other",23979546,23079382,3596931900,3346894477,3299264,119094443,1105632,3214627263,132267214,2051504019,"64%",0.9689
"685","PR01368","PRB0048","EHI00755","AEY29E1L1I1","Podarcis muralis","Other",17718912,17121206,2657836800,2454803732,2815270,122227055,1182172,2330238185,124565547,1557927931,"67%",0.9577
"686","PR01369","PRB0049","EHI00711","AFM23E1L1I1","Podarcis muralis","Same",34304816,33435296,5145722400,4969163911,1842778,47400498,739914,4846612071,122551840,3481219410,"72%",0.8978
"687","PR01370","PRB0049","EHI00712","AFM35E1L1I1","Podarcis muralis","Same",35818292,34891700,5372743800,5177598420,2239520,56918043,1079896,5003258728,174339692,3323608741,"66%",0.8672
"688","PR01371","PRB0049","EHI00713","AFM37E1L1I1","Podarcis muralis","Same",14336456,13936346,2150468400,2053249374,1264377,39021015,137592,2031988418,21260956,1385111545,"68%",0.8014
"689","PR01372","PRB0049","EHI00714","AFM47E1L1I1","Podarcis muralis","Same",7054386,6861424,1058157900,1013242212,584104,16441046,174282,985005284,28236928,608012596,"62%",0.6197
"690","PR01373","PRB0049","EHI00715","AFM55E1L1I1","Podarcis muralis","Same",36300766,35191900,5445114900,5184015138,3294581,98734287,904094,5038122901,145892237,3151623132,"63%",0.8723
"691","PR01374","PRB0049","EHI00716","AFM58E1L1I1","Podarcis muralis","Same",31155846,30134188,4673376900,4452174556,2415483,71063322,176832,4423285517,28889039,2877677022,"65%",0.8622
"692","PR01375","PRB0049","EHI00717","AFM60E1L1I1","Podarcis muralis","Same",28258478,27638354,4238771700,4090041963,1933144,58359768,319616,4038549191,51492772,2731064473,"68%",0.8529
"693","PR01376","PRB0049","EHI00718","AFM65E1L1I1","Podarcis muralis","Same",35522784,34276482,5328417600,5074727040,2400374,73654423,118492,5055363554,19363486,3357274273,"66%",0.8392
"694","PR01377","PRB0049","EHI00719","AFM77E1L1I1","Podarcis muralis","Same",44634686,43475002,6695202900,6479886349,1742830,42389764,143764,6456354713,23531636,4798247968,"74%",0.8707
"695","PR01378","PRB0049","EHI00720","AFM85E1L1I1","Podarcis muralis","Same",30301044,29455718,4545156600,4379644050,1566699,39226851,1939718,4055038291,324605759,2609941314,"64%",0.8039
"696","PR01379","PRB0049","EHI00721","AFM87E1L1I1","Podarcis muralis","Same",13327396,12856640,1999109400,1912928390,645645,16447631,432754,1841956328,70972062,1228537939,"67%",0.8351
"697","PR01380","PRB0049","EHI00722","AFM89E1L1I1","Podarcis muralis","Same",51844960,50308450,7776744000,7491102666,2360879,56073005,574752,7397268659,93834007,4580111413,"62%",0.8951
"698","PR01381","PRB0049","EHI00723","AFM95E1L1I1","Podarcis muralis","Same",23306752,22905362,3496012800,3412054185,971808,24150996,989292,3245733590,166320595,2176881170,"67%",0.8457
"699","PR01382","PRB0049","EHI00724","AFM98E1L1I1","Podarcis muralis","Same",27570382,26865050,4135557300,3999532951,1236318,30794920,1790720,3704340672,295192279,2442430107,"66%",0.8101
"700","PR01383","PRB0049","EHI00736","AFM27E1L1I1","Podarcis muralis","Same",22088652,21385422,3313297800,3087390426,4071713,123741064,15772906,0,3087390426,0,"0%",0.5831
"701","PR01384","PRB0049","EHI00737","AFM33E1L1I1","Podarcis muralis","Same",27108252,25953356,4066237800,3853566690,1494081,40344433,6577596,2750686063,1102880627,1689053762,"61%",0.8923
"702","PR01385","PRB0049","EHI00738","AFM69E1L1I1","Podarcis muralis","Same",26565338,25905130,3984800700,3824715849,2387514,62992564,284932,3781111905,43603944,2738556403,"72%",0.8924
"703","PR01386","PRB0049","EHI00739","AFM71E1L1I1","Podarcis muralis","Same",2978390,2880626,446758500,422693799,353726,10103673,1172160,0,422693799,0,"0%",0.7178
"704","PR01387","PRB0049","EHI00740","AFM75E1L1I1","Podarcis muralis","Same",28697630,27774234,4304644500,4115021612,1916933,55651129,862130,3976756028,138265584,2753105330,"69%",0.8196
"705","PR01388","PRB0049","EHI00741","AFM81E1L1I1","Podarcis muralis","Same",29632506,28704116,4444875900,4276358365,1216852,29981150,194464,4243852430,32505935,3072111750,"72%",0.8974
"706","PR01389","PRB0049","EHI00748","AFM25E1L1I1","Podarcis muralis","Same",36424086,35672386,5463612900,5267213251,3095196,87117665,2237568,4905292304,361920947,3387043815,"69%",0.7993
"707","PR01390","PRB0049","EHI00749","AFM39E1L1I1","Podarcis muralis","Same",46890900,44821844,7033635000,6649335580,2839304,74791659,16433286,3966872786,2682462794,2385556384,"60%",0.8468
"708","PR01391","PRB0049","EHI00750","AFM63E1L1I1","Podarcis muralis","Same",22377182,21787856,3356577300,3189222175,3190039,80881278,5210900,2350729420,838492755,448935369,"19%",0.7969
"709","PR01392","PRB0049","EHI00756","AFM73E1L1I1","Podarcis muralis","Same",28262440,26994528,4239366000,3879921952,5338329,189928780,15763712,1492713127,2387208825,770526664,"52%",0.7279
"710","PR01393","PRB0050","EHI00704","AFK65E1L1I1","Podarcis muralis","Other",45627814,44581846,6844172100,6549907856,4602302,145671043,1597776,6260065190,289842666,4436393533,"71%",0.8154
"711","PR01394","PRB0050","EHI00705","AFK88E1L1I1","Podarcis muralis","Other",8723472,8480938,1308520800,1251341977,729625,21867790,19060,1248085876,3256101,879133469,"70%",0.713
"712","PR01395","PRB0050","EHI00706","AFK90E1L1I1","Podarcis muralis","Other",24310740,23854944,3646611000,3520190707,2050656,60643169,149694,3493917432,26273275,2696617154,"77%",0.8267
"713","PR01396","PRB0050","EHI00707","AFK92E1L1I1","Podarcis muralis","Other",14496922,14049660,2174538300,2070557070,1238162,40015751,73106,2058721840,11835230,1473778076,"72%",0.6898
"714","PR01397","PRB0050","EHI00708","AFL04E1L1I1","Podarcis muralis","Other",10371930,10133548,1555789500,1484663819,1178490,38759285,58000,1474058117,10605702,925349375,"63%",0.7313
"715","PR01398","PRB0050","EHI00709","AFL08E1L1I1","Podarcis muralis","Other",45221984,44253782,6783297600,6546919569,3197979,96253236,205368,6509467635,37451934,4186104355,"64%",0.8004
"716","PR01399","PRB0050","EHI00710","AFL15E1L1I1","Podarcis muralis","Other",23021044,22432716,3453156600,3325027061,1567653,40962231,444712,3244001256,81025805,2418552747,"75%",0.8158
"717","PR01400","PRB0050","EHI00735","AFK63E1L1I1","Podarcis muralis","Other",23203714,22354860,3480557100,3321909121,1253951,32129953,1132758,3124555474,197353647,2241166934,"72%",0.7683
"718","PR01401","PRB0050","EHI00745","AFK61E1L1I1","Podarcis muralis","Other",31262930,30645922,4689439500,4484888688,3785408,116905499,785818,4354051746,130836942,2810676209,"65%",0.8007
"719","PR01402","PRB0050","EHI00746","AFL05E1L1I1","Podarcis muralis","Other",52446116,50904954,7866917400,7441583253,6583802,218244407,1721856,7140786490,300796763,5859610170,"82%",0.9504
"720","PR01403","PRB0050","EHI00747","AFL06E1L1I1","Podarcis muralis","Other",32417480,31568454,4862622000,4660265806,2858790,76127154,12608710,2402797415,2257468391,1512440636,"63%",0.7429
"721","PR01404","PRB0050","EHI00759","AFL24E1L1I1","Podarcis muralis","Other",32888186,28780228,4933227900,3888575956,13191680,667396611,822010,3765887589,122688367,2346864721,"62%",0.8341
"722","PR01406","PRB0051","EHI00797","ACE11E1L1I1","Chloroceryle inda","Other",34999590,34233764,5249938500,5034730709,3319917,116114933,31245422,0,5034730709,0,"0%",0.7653
"723","PR01407","PRB0051","EHI00833","ACD53E1L1I1","Chloroceryle inda","Other",45552354,43445942,6832853100,6315656934,8135502,290285467,40116460,0,6315656934,0,"0%",0.9668
"724","PR01408","PRB0051","EHI00836","ACC86E1L1I1","Chloroceryle inda","Other",44802472,43350262,6720370800,6328484080,6088418,214578665,33367972,1212039713,5116444367,1166224521,"96%",0.9878
"725","PR01409","PRB0051","EHI00840","ACE33E1L1I1","Chloroceryle inda","Other",59626742,54528540,8944011300,8033947941,8281858,386582065,42136732,1473001775,6560946166,1116065709,"76%",0.9946
"726","PR01410","PRB0051","EHI00847","ACD65E1L1I1","Chloroceryle inda","Other",59985044,57125880,8997756600,8447834972,4866313,186955457,51538908,0,8447834972,0,"0%",0.9861
"727","PR01411","PRB0051","EHI00848","ACE30E1L1I1","Chloroceryle inda","Other",37766258,34891352,5664938700,5104996654,6300393,269879612,27246404,927185226,4177811428,371068278,"40%",0.9887
"728","PR01412","PRB0051","EHI00849","ACC98E1L1I1","Chloroceryle inda","Other",67953334,30155692,10193000100,4412301428,36631785,2434683359,6706944,3401408855,1010892573,3459582457,"102%",0.9979
"729","PR01413","PRB0051","EHI00853","ACE43E1L1I1","Chloroceryle inda","Other",59254482,50903170,8888172300,7492584885,11295048,600513085,26095028,3452791338,4039793547,2869732978,"83%",0.9979
"730","PR01414","PRB0051","EHI00855","ACD88E1L1I1","Chloroceryle inda","Other",55584992,48074818,8337748800,7138581761,8060615,438002672,2128136,6807782147,330799614,6798690821,"100%",0.9986
"731","PR01415","PRB0052","EHI00783","ADC13E1L1I1","Muscardinus avellanarius","Same",23759282,23190616,3563892300,3426496772,1779918,52687011,21775626,0,3426496772,0,"0%",0.5415
"732","PR01416","PRB0052","EHI00784","ADC15E1L1I1","Muscardinus avellanarius","Same",72496,64900,10874400,7894565,48879,2239948,60864,0,7894565,0,"0%",0
"733","PR01417","PRB0052","EHI00785","ADC17E1L1I1","Muscardinus avellanarius","Same",26707728,26203620,4006159200,3872319502,2002608,57769834,24628818,0,3872319502,0,"0%",0.7845
"734","PR01418","PRB0052","EHI00795","ADC09E1L1I1","Muscardinus avellanarius","Same",10349022,9635586,1552353300,1167712155,6755875,312860346,6827784,0,1167712155,0,"0%",0.5306
"735","PR01419","PRB0052","EHI00818","ADC11E1L1I1","Muscardinus avellanarius","Same",45736002,44378568,6860400300,6399344034,8558703,285106180,5392652,5591124650,808219384,3471176935,"62%",0.8843
"736","PR01420","PRB0053","EHI00805","AAH53E1L1I1","Myotis myotis","Other",54155130,52506812,8123269500,7734411983,5450933,147620951,1516306,7504772737,229639246,5424477064,"72%",0.9182
"737","PR01421","PRB0053","EHI00830","AAH59E1L1I1","Myotis myotis","Other",39066104,38376072,5859915600,5665758249,3594739,101730954,31141412,816334506,4849423743,298403518,"37%",0.8246
"738","PR01422","PRB0053","EHI00806","AAH67E1L1I1","Myotis myotis","Other",39060992,38195960,5859148800,5551864037,6065592,182824794,7502070,4383613643,1168250394,1302930550,"30%",0.7131
"739","PR01423","PRB0053","EHI00810","AAH89E1L1I1","Myotis myotis","Other",49352292,48362790,7402843800,7125925819,4561562,137931112,21588608,3730403483,3395522336,2329874662,"62%",0.7907
"740","PR01424","PRB0053","EHI00835","AAH63E1L1I1","Myotis myotis","Other",93835048,90351704,14075257200,13426111077,5382202,134712675,15248644,10991545803,2434565274,305197609,"3%",0.9968
"741","PR01425","PRB0054","EHI00811","ACD99E1L1I1","Diglossa brunneiventris","Other",47113592,46283236,7067038800,6815859326,4658848,152099295,35922370,993691144,5822168182,156569975,"16%",0.7895
"742","PR01426","PRB0054","EHI00812","ACE15E1L1I1","Diglossa brunneiventris","Other",44900726,44202240,6735108900,6500223330,4820046,147783395,34965172,911384865,5588838465,100798089,"11%",0.7984
"743","PR01427","PRB0054","EHI00813","ACE18E1L1I1","Diglossa brunneiventris","Other",42982180,42108752,6447327000,6199124710,4356162,139812476,33065234,877776563,5321348147,105546668,"12%",0.8288
"744","PR01428","PRB0054","EHI00814","ACD06E1L1I1","Diglossa brunneiventris","Other",53230266,52067700,7984539900,7663380404,5310194,160052676,41673268,959715963,6703664441,71365967,"7%",0.7888
"745","PR01429","PRB0054","EHI00815","ACD23E1L1I1","Diglossa brunneiventris","Other",45670410,44618822,6850561500,6573794582,4326417,134605337,35488064,842765736,5731028846,74275284,"9%",0.7853
"746","PR01430","PRB0054","EHI00817","ACE17E1L1I1","Diglossa brunneiventris","Other",40366794,39179106,6055019100,5744304388,4963190,183069139,30137674,915035314,4829269074,188852146,"21%",0.8438
"747","PR01431","PRB0054","EHI00820","ACC89E1L1I1","Diglossa brunneiventris","Other",44989996,43902318,6748499400,6460063546,4722687,155132230,28604730,1855782336,4604281210,1106054285,"60%",0.9311
"748","PR01432","PRB0054","EHI00821","ACC93E1L1I1","Diglossa brunneiventris","Other",44754410,43887544,6713161500,6485449880,3701956,123740716,33336300,1054574555,5430875325,300523666,"28%",0.8553
"749","PR01433","PRB0054","EHI00822","ACD04E1L1I1","Diglossa brunneiventris","Other",58292878,56572614,8743931700,8358513671,5357598,195992359,39321190,1964777937,6393735734,1015614486,"52%",0.9478
"750","PR01434","PRB0054","EHI00824","ACD94E1L1I1","Diglossa brunneiventris","Other",45583180,44538962,6837477000,6511797591,6068645,213795311,34577584,988649995,5523147596,149978851,"15%",0.8791
"751","PR01435","PRB0054","EHI00825","ACC84E1L1I1","Diglossa brunneiventris","Other",39983998,37078896,5997599700,5404029416,7827550,323159530,26698128,1218904405,4185125011,510440832,"42%",0.9593
"752","PR01436","PRB0054","EHI00828","ACD66E1L1I1","Diglossa brunneiventris","Other",48750888,47005570,7312633200,6929878263,5338891,197830531,28434724,2353087695,4576790568,1557773335,"66%",0.9454
"753","PR01437","PRB0054","EHI00829","ACD89E1L1I1","Diglossa brunneiventris","Other",62299906,58765218,9344985900,8695966814,6629601,292298683,40296350,2125780156,6570186658,1311473545,"62%",0.977
"754","PR01438","PRB0054","EHI00834","ACD75E1L1I1","Diglossa brunneiventris","Other",60641626,55458192,9096243900,8197691916,8661060,424943037,32495326,2953156284,5244535632,1938360027,"66%",0.9929
"755","PR01439","PRB0054","EHI00839","ACE21E1L1I1","Diglossa brunneiventris","Other",62434760,59468682,9365214000,8836306100,3558979,122244906,44055330,1526659613,7309646487,468660776,"31%",0.9718
"756","PR01440","PRB0054","EHI00841","ACD78E1L1I1","Diglossa brunneiventris","Other",39519272,33789094,5927890800,4966329315,8594568,448764196,3357138,4431298741,535030574,3658586441,"83%",0.9967
"757","PR01441","PRB0054","EHI00842","ACE40E1L1I1","Diglossa brunneiventris","Other",78206400,59725618,11730960000,8801192158,21146428,1275343531,8915928,7371677862,1429514296,5347258509,"73%",0.9973
"758","PR01442","PRB0054","EHI00843","ACD92E1L1I1","Diglossa brunneiventris","Other",31945098,28503196,4791764700,4144069488,7351361,327012017,21648234,737605567,3406463921,143748913,"19%",0.9595
"759","PR01443","PRB0055","EHI00816","ACE07E1L1I1","Pipra filicauda","Other",24041520,23613538,3606228000,3379299515,5419096,169544788,22354552,0,3379299515,0,"0%",0.5962
"760","PR01444","PRB0056","EHI00804","OPAU16E1L1I1","Plecotus auritus","Same",39351640,37953796,5902746000,5514435825,5356456,212722944,10202686,3988882898,1525552927,268126807,"7%",0.7741
"761","PR01445","PRB0056","EHI00794","AAH41E1L1I1","Plecotus auritus","Other",54475032,52934658,8171254800,7796692057,4876797,155400021,277456,7752395800,44296257,16451862,"0%",0.8369
"762","PR01446","PRB0056","EHI00801","AAI10E1L1I1","Plecotus auritus","Other",37733204,36903632,5659980600,5379460788,4460855,163838073,1675608,5130247149,249213639,4345572921,"85%",0.9173
"763","PR01447","PRB0056","EHI00802","AAI14E1L1I1","Plecotus auritus","Other",31557604,30743450,4733640600,4274276991,9236395,351053952,10623300,2642992998,1631283993,271867753,"10%",0.6225
"764","PR01448","PRB0057","EHI00761","AFU64E1L1I1","Podarcis muralis","Same",48811808,47497288,7321771200,7017044529,3801487,112712295,272248,6975762589,41281940,5249580434,"75%",0.9372
"765","PR01449","PRB0057","EHI00762","AFU67E1L1I1","Podarcis muralis","Same",42609226,42064546,6391383900,6240387681,2701809,70239757,2555860,5838515995,401871686,4177907830,"72%",0.9019
"766","PR01450","PRB0057","EHI00763","AFU65E1L1I1","Podarcis muralis","Same",39745278,39335068,5961791700,5823384094,2803869,78684881,1069548,5656062695,167321399,3754888764,"66%",0.9163
"767","PR01451","PRB0057","EHI00764","AFU61E1L1I1","Podarcis muralis","Same",49055106,48626630,7358265900,7215218141,2982500,80197489,3085252,6729359325,485858816,4729061602,"70%",0.9286
"768","PR01452","PRB0057","EHI00765","AFU68E1L1I1","Podarcis muralis","Same",39283750,38895654,5892562500,5773609383,2213564,62047899,823546,5641826050,131783333,4209959081,"75%",0.9265
"769","PR01453","PRB0057","EHI00766","AFU69E1L1I1","Podarcis muralis","Same",49685364,48980520,7452804600,7259132341,3167319,89057442,873906,7120190202,138942139,5259929029,"74%",0.9941
