"sample_id","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude"
"AAB14","Faecal","< 3 hours","< 1 day","SD00374","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,595,"SD0037401","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB55","Anal/cloacal swab","< 1 minute","< 1 day","SD00374","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,595,"SD0037401","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV37","Anal/cloacal swab","< 1 minute","< 1 day","SD00374","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,645,"SD0037402","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV38","Faecal","< 3 hours","< 1 day","SD00374","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,645,"SD0037402","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ABA44","Anal/cloacal swab","< 1 minute","< 1 day","SD00375","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,440,"SD0037501","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABA42","Faecal","< 3 hours","< 1 day","SD00375","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,440,"SD0037501","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABA45","Tissue","< 1 minute","< 1 day","SD00375","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,440,"SD0037501","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAV03","Faecal","< 3 hours","< 1 day","SD00376","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",60,395,"SD0037601","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAV01","Anal/cloacal swab","< 1 minute","< 1 day","SD00376","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",60,395,"SD0037601","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB47","Tissue","< 1 minute","< 1 day","SD00376","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",60,420,"SD0037602","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB46","Anal/cloacal swab","< 1 minute","< 1 day","SD00376","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",60,420,"SD0037602","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB56","Faecal","< 3 hours","< 1 day","SD00376","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",60,420,"SD0037602","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAB08","Anal/cloacal swab","< 1 minute","< 1 day","SD00377","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",63,568,"SD0037701","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB40","Faecal","< 3 hours","< 1 day","SD00377","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",63,568,"SD0037701","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB54","Faecal","< 3 hours","< 1 day","SD00377","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",63,630,"SD0037702","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAA94","Anal/cloacal swab","< 1 minute","< 1 day","SD00377","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",63,630,"SD0037702","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAA75","Faecal","< 3 hours","< 1 day","SD00378","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,585,"SD0037801","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA56","Anal/cloacal swab","< 1 minute","< 1 day","SD00378","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,585,"SD0037801","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB15","Anal/cloacal swab","< 1 minute","< 1 day","SD00379","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,440,"SD0037901","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB17","Faecal","< 3 hours","< 1 day","SD00379","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,440,"SD0037901","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB16","Tissue","< 1 minute","< 1 day","SD00379","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,440,"SD0037901","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV30","Anal/cloacal swab","< 1 minute","< 1 day","SD00380","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",62,430,"SD0038001","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAV36","Faecal","< 3 hours","< 1 day","SD00380","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",62,430,"SD0038001","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABA48","Faecal","< 3 hours","< 1 day","SD00380","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,510,"SD0038002","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABA46","Anal/cloacal swab","< 1 minute","< 1 day","SD00380","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,510,"SD0038002","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABA47","Tissue","< 1 minute","< 1 day","SD00380","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,510,"SD0038002","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAV21","Faecal","< 3 hours","< 1 day","SD00381","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",62,390,"SD0038101","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV24","Anal/cloacal swab","< 1 minute","< 1 day","SD00381","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",62,390,"SD0038101","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB60","Anal/cloacal swab","< 1 minute","< 1 day","SD00381","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,400,"SD0038102","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB57","Faecal","< 3 hours","< 1 day","SD00381","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,400,"SD0038102","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB48","Tissue","< 1 minute","< 1 day","SD00381","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",62,400,"SD0038102","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAB48","Faecal","< 3 hours","< 1 day","SD00382","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",53,275,"SD0038201","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAB13","Anal/cloacal swab","< 1 minute","< 1 day","SD00382","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",53,275,"SD0038201","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAV88","Anal/cloacal swab","< 1 minute","< 1 day","SD00382","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",53,300,"SD0038202","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAV79","Faecal","< 3 hours","< 1 day","SD00382","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",53,300,"SD0038202","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAV86","Tissue","< 1 minute","< 1 day","SD00382","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",53,300,"SD0038202","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAB29","Anal/cloacal swab","< 1 minute","< 1 day","SD00383","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Unknown","Male",NA,NA,"SD0038301","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB04","Faecal","< 3 hours","< 1 day","SD00383","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Unknown","Male",NA,NA,"SD0038301","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB30","Anal/cloacal swab","< 1 minute","< 1 day","SD00384","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",NA,365,"SD0038401","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB46","Faecal","< 3 hours","< 1 day","SD00384","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",NA,365,"SD0038401","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAU65","Faecal","< 3 hours","< 1 day","SD00384","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,475,"SD0038402","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAU70","Anal/cloacal swab","< 1 minute","< 1 day","SD00384","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,475,"SD0038402","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB07","Anal/cloacal swab","< 1 minute","< 1 day","SD00385","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",55,280,"SD0038501","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAB06","Faecal","< 3 hours","< 1 day","SD00385","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",55,280,"SD0038501","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAA97","Tissue","< 1 minute","< 1 day","SD00385","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Juvenile","Female",55,250,"SD0038502","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAV76","Faecal","< 3 hours","< 1 day","SD00385","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",55,270,"SD0038503","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAV73","Anal/cloacal swab","< 1 minute","< 1 day","SD00385","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",55,270,"SD0038503","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"ACH09","Anal/cloacal swab","< 1 minute","< 1 day","SD00385","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Pregnant","Female",NA,305,"SD0038504","MS0031","","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"ACH10","Faecal","< 3 hours","< 1 day","SD00385","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Pregnant","Female",NA,305,"SD0038504","MS0031","","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAA60","Faecal","< 3 hours","< 1 day","SD00386","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",NA,300,"SD0038601","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA82","Anal/cloacal swab","< 1 minute","< 1 day","SD00386","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",NA,300,"SD0038601","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA76","Anal/cloacal swab","< 1 minute","< 1 day","SD00387","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,350,"SD0038701","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAA78","Faecal","< 3 hours","< 1 day","SD00387","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,350,"SD0038701","MS0003","Golasecca","Italy","1000221 - Temperate woodland","oak-hornbeam-chestnut forest",45.689,8.657
"AAA72","Anal/cloacal swab","< 1 minute","< 1 day","SD00388","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,440,"SD0038801","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA68","Faecal","< 3 hours","< 1 day","SD00388","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,440,"SD0038801","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU95","Anal/cloacal swab","< 1 minute","< 1 day","SD00389","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60,435,"SD0038901","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU98","Faecal","< 3 hours","< 1 day","SD00389","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60,435,"SD0038901","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB37","Anal/cloacal swab","< 1 minute","< 1 day","SD00389","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,465,"SD0038902","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB36","Tissue","< 1 minute","< 1 day","SD00389","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,465,"SD0038902","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAB56","Anal/cloacal swab","< 1 minute","< 1 day","SD00390","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,605,"SD0039001","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAA93","Faecal","< 3 hours","< 1 day","SD00390","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,605,"SD0039001","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAU61","Faecal","< 3 hours","< 1 day","SD00390","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,630,"SD0039002","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAA98","Anal/cloacal swab","< 1 minute","< 1 day","SD00390","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,630,"SD0039002","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB28","Anal/cloacal swab","< 1 minute","< 1 day","SD00391","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,520,"SD0039101","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB02","Faecal","< 3 hours","< 1 day","SD00391","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,520,"SD0039101","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV14","Anal/cloacal swab","< 1 minute","< 1 day","SD00391","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,565,"SD0039102","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV32","Faecal","< 3 hours","< 1 day","SD00391","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,565,"SD0039102","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG59","Faecal","< 3 hours","< 1 day","SD00391","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,595,"SD0039103","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG60","Anal/cloacal swab","< 1 minute","< 1 day","SD00391","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,595,"SD0039103","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG61","Tissue","< 1 minute","< 1 day","SD00391","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,595,"SD0039103","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ABB89","Anal/cloacal swab","< 1 minute","< 1 day","SD00392","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Nursing","Female",60,365,"SD0039201","MS0003","Gallarate","Italy","1000221 - Temperate woodland","parklike habitat",45.661,8.782
"ABB90","Tissue","< 1 minute","< 1 day","SD00392","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Nursing","Female",60,365,"SD0039201","MS0003","Gallarate","Italy","1000221 - Temperate woodland","parklike habitat",45.661,8.782
"ABB91","Faecal","< 3 hours","< 1 day","SD00392","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Nursing","Female",60,365,"SD0039201","MS0003","Gallarate","Italy","1000221 - Temperate woodland","parklike habitat",45.661,8.782
"AAA41","Tissue","< 1 minute","< 1 day","SD00393","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,315,"SD0039301","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA40","Anal/cloacal swab","< 1 minute","< 1 day","SD00393","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,315,"SD0039301","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"ABC58","Faecal","< 3 hours","< 1 day","SD00394","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",60,560,"SD0039401","MS0003","ILO","Italy","1000221 - Temperate woodland","parklike habitat",45.022,7.672
"ABC56","Anal/cloacal swab","< 1 minute","< 1 day","SD00394","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",60,560,"SD0039401","MS0003","ILO","Italy","1000221 - Temperate woodland","parklike habitat",45.022,7.672
"ABC57","Tissue","< 1 minute","< 1 day","SD00394","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",60,560,"SD0039401","MS0003","ILO","Italy","1000221 - Temperate woodland","parklike habitat",45.022,7.672
"AEL09","Faecal","< 3 hours","< 1 day","SD00394","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,575,"SD0039402","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",45.022,7.672
