"index_id","index_batch","library_id","extraction_id","sample_id","library_input_dna","library_PCR_cycles_given","index_adaptors_molarity","index_library_molarity","index_volume","index_library_moles"
"ADV69E1L1I1","INB0029","ADV69E1L1","ADV69E1","ADV69",24.7,7,0.45,2.94,35,103
"AEL21E1L1I1","INB0029","AEL21E1L1","AEL21E1","AEL21",178.6,7,0.77,4.01,35,140
"ADU75E1L1I1","INB0029","ADU75E1L1","ADU75E1","ADU75",162.2,10,0.81,13.49,35,472
"ADW20E1L1I1","INB0029","ADW20E1L1","ADW20E1","ADW20",137.3,10,0.54,6.54,35,229
"ADV74E1L1I1","INB0029","ADV74E1L1","ADV74E1","ADV74",25,10,0.34,1.98,35,69
"AAB12E1L1I1","INB0029","AAB12E1L1","AAB12E1","AAB12",200,13,0.48,6.8,35,238
"ABC31E1L1I1","INB0029","ABC31E1L1","ABC31E1","ABC31",21.2,13,0.76,5.85,35,205
"ADV43E1L1I1","INB0029","ADV43E1L1","ADV43E1","ADV43",0,16,1.48,2.95,35,103
"C1_EXB0023E1L1I1","INB0029","C1_EXB0023E1L1","C1_EXB0023E1","C1_EXB0023",0,19,17.55,0.85,35,30
"C1_EXB0006E1L1I2","INB0013","C1_EXB0006E1L1","C1_EXB0006E1","C1_EXB0006",0,18,NA,0.8,35,28
"AA92E1L1I1","INB0030","AA92E1L1","AA92E1","AA92",200,7,0.03,21.92,35,767
"AB09E1L1I1","INB0030","AB09E1L1","AB09E1","AB09",200,7,0.21,22.63,35,792
"ABZ26E1L1I1","INB0030","ABZ26E1L1","ABZ26E1","ABZ26",161.5,7,0.32,20.47,35,716
"ABZ36E1L1I1","INB0030","ABZ36E1L1","ABZ36E1","ABZ36",183.1,7,0.14,18.71,35,655
"ABZ43E1L1I1","INB0030","ABZ43E1L1","ABZ43E1","ABZ43",149.8,7,0.4,17.53,35,614
"AFV78E1L1I1","INB0030","AFV78E1L1","AFV78E1","AFV78",188.9,7,0.23,21.61,35,756
"AFV96E1L1I1","INB0030","AFV96E1L1","AFV96E1","AFV96",200,7,0.25,15.83,35,554
"AFW08E1L1I1","INB0030","AFW08E1L1","AFW08E1","AFW08",200,7,0.94,17.46,35,611
"ABO09E1L1I1","INB0030","ABO09E1L1","ABO09E1","ABO09",200,7,0.18,12.01,35,420
"AB06E1L1I1","INB0030","AB06E1L1","AB06E1","AB06",200,7,0.74,18.97,35,664
"ABZ29E1L1I1","INB0030","ABZ29E1L1","ABZ29E1","ABZ29",76.3,7,1.01,7.11,35,249
"ABZ32E1L1I1","INB0030","ABZ32E1L1","ABZ32E1","ABZ32",117.4,7,0.15,19.97,35,699
"ABZ39E1L1I1","INB0030","ABZ39E1L1","ABZ39E1","ABZ39",200,7,0.48,16.58,35,580
"ADD83E1L1I1","INB0030","ADD83E1L1","ADD83E1","ADD83",55.7,7,0.18,12.97,35,454
"ADD87E1L1I1","INB0030","ADD87E1L1","ADD87E1","ADD87",200,7,0.21,15.83,35,554
"AFV44E1L1I1","INB0030","AFV44E1L1","AFV44E1","AFV44",115.2,7,1.32,15.34,35,537
"AFV67E1L1I1","INB0030","AFV67E1L1","AFV67E1","AFV67",200,7,0.78,17.95,35,628
"AFW84E1L1I1","INB0030","AFW84E1L1","AFW84E1","AFW84",169,7,0.24,18.16,35,636
"ABP99E1L1I1","INB0030","ABP99E1L1","ABP99E1","ABP99",200,7,0.58,10.84,35,379
"ABQ01E1L1I1","INB0030","ABQ01E1L1","ABQ01E1","ABQ01",194.4,7,0.77,9.52,35,333
"ABP76E1L1I1","INB0030","ABP76E1L1","ABP76E1","ABP76",200,7,1.05,0.47,35,16
"ABP77E1L1I1","INB0030","ABP77E1L1","ABP77E1","ABP77",200,7,0.77,4.37,35,153
"ABO01E1L1I1","INB0030","ABO01E1L1","ABO01E1","ABO01",200,7,0.34,8.32,35,291
"ABO03E1L1I1","INB0030","ABO03E1L1","ABO03E1","ABO03",200,7,0.43,12.44,35,436
"ABN47E1L1I1","INB0030","ABN47E1L1","ABN47E1","ABN47",200,7,0.9,9.55,35,334
"ABP37E1L1I1","INB0030","ABP37E1L1","ABP37E1","ABP37",200,7,0.2,12.54,35,439
"ABO36E1L1I1","INB0030","ABO36E1L1","ABO36E1","ABO36",200,7,0.61,9.07,35,318
"ABO54E1L1I1","INB0030","ABO54E1L1","ABO54E1","ABO54",200,7,0.71,3.34,35,117
"ABP55E1L1I1","INB0030","ABP55E1L1","ABP55E1","ABP55",200,7,0.2,3.11,35,109
"AA58E1L1I1","INB0030","AA58E1L1","AA58E1","AA58",53.5,7,0.16,3.59,35,126
"AA74E1L1I1","INB0030","AA74E1L1","AA74E1","AA74",46.3,7,0.37,4.41,35,154
"AFV34E1L1I1","INB0030","AFV34E1L1","AFV34E1","AFV34",200,7,0.88,7.8,35,273
"AFV64E1L1I1","INB0030","AFV64E1L1","AFV64E1","AFV64",0,7,0.57,10.04,35,351
"AFW01E1L1I1","INB0030","AFW01E1L1","AFW01E1","AFW01",38.2,7,0.1,2.76,35,97
"AFW06E1L1I1","INB0030","AFW06E1L1","AFW06E1","AFW06",200,7,0.17,5.57,35,195
"AFW10E1L1I1","INB0030","AFW10E1L1","AFW10E1","AFW10",71.3,7,0.6,2.88,35,101
"ABP91E1L1I1","INB0030","ABP91E1L1","ABP91E1","ABP91",140.4,7,0.3,3.29,35,115
"ABQ18E1L1I1","INB0030","ABQ18E1L1","ABQ18E1","ABQ18",200,7,0.7,6.79,35,237
"ABO05E1L1I1","INB0030","ABO05E1L1","ABO05E1","ABO05",185.5,7,0.55,5.76,35,201
"ABO34E1L1I1","INB0030","ABO34E1L1","ABO34E1","ABO34",200,7,0.27,8.37,35,293
"AB02E1L1I1","INB0030","AB02E1L1","AB02E1","AB02",29.8,7,0.48,1.01,35,35
"ABZ50E1L1I1","INB0030","ABZ50E1L1","ABZ50E1","ABZ50",17,7,1.58,4.37,35,153
"ADD90E1L1I1","INB0030","ADD90E1L1","ADD90E1","ADD90",22.8,7,0.52,2.99,35,105
"ADD91E1L1I1","INB0030","ADD91E1L1","ADD91E1","ADD91",48.7,7,0.28,3.29,35,115
"AFV82E1L1I1","INB0030","AFV82E1L1","AFV82E1","AFV82",43.7,7,0.9,4.2,35,147
"AFW12E1L1I1","INB0030","AFW12E1L1","AFW12E1","AFW12",31.7,7,2.69,3.92,35,137
"ABO45E1L1I1","INB0030","ABO45E1L1","ABO45E1","ABO45",200,7,0.77,5.83,35,204
"AB05E1L1I1","INB0030","AB05E1L1","AB05E1","AB05",9.4,7,0.71,2.05,35,72
"ADE11E1L1I1","INB0030","ADE11E1L1","ADE11E1","ADE11",22.8,7,0.14,1.96,35,69
"AFV60E1L1I1","INB0030","AFV60E1L1","AFV60E1","AFV60",9.4,7,1.21,2.13,35,75
"ABS92E1L1I2","INB0030","ABS92E1L1","ABS92E1","ABS92",22.1,7,0.34,0.12,35,4
"ABS94E1L1I2","INB0030","ABS94E1L1","ABS94E1","ABS94",31.4,7,0.79,3.63,35,127
"ABS96E1L1I2","INB0030","ABS96E1L1","ABS96E1","ABS96",57.6,7,0.76,0.34,35,12
"ACO90E1L1I2","INB0030","ACO90E1L1","ACO90E1","ACO90",60.2,7,0.37,0.38,35,13
"ACX32E1L1I2","INB0030","ACX32E1L1","ACX32E1","ACX32",90,7,1.43,2.26,35,79
"AB13E1L1I1","INB0030","AB13E1L1","AB13E1","AB13",32.9,10,2.13,18.96,35,664
"ADE05E1L1I1","INB0030","ADE05E1L1","ADE05E1","ADE05",6,10,1.07,6.24,35,219
"ADE15E1L1I1","INB0030","ADE15E1L1","ADE15E1","ADE15",58.3,10,0.73,3.01,35,105
"C1_EXB0015E1L1I1","INB0030","C1_EXB0015E1L1","C1_EXB0015E1","C1_EXB0015",7.9,10,0.58,2.48,35,87
"ACO91E1L1I2","INB0030","ACO91E1L1","ACO91E1","ACO91",19.4,10,0,0,35,0
"ACP12E1L1I2","INB0030","ACP12E1L1","ACP12E1","ACP12",8.2,10,0.18,0,35,0
"ACP13E1L1I2","INB0030","ACP13E1L1","ACP13E1","ACP13",13.3,10,0.1,0.02,35,1
"C1_EXB0029E1L1I1","INB0030","C1_EXB0029E1L1","C1_EXB0029E1","C1_EXB0029",1.7,19,0.71,0.39,35,14
"ADL30E1L1I1","INB0031","ADL30E1L1","ADL30E1","ADL30",50.9,7,0,3.96,35,138
"ADM14E1L1I1","INB0031","ADM14E1L1","ADM14E1","ADM14",197.3,7,0.21,10.44,35,365
"ADM74E1L1I1","INB0031","ADM74E1L1","ADM74E1","ADM74",201.3,7,0.22,6.77,35,237
"ADM18E1L1I1","INB0031","ADM18E1L1","ADM18E1","ADM18",200.2,7,0.3,10.73,35,375
"ADI81E1L1I1","INB0031","ADI81E1L1","ADI81E1","ADI81",79.9,7,0.31,9.83,35,344
"ADI97E1L1I1","INB0031","ADI97E1L1","ADI97E1","ADI97",72.2,7,0,9.96,35,349
"ADJ26E1L1I1","INB0031","ADJ26E1L1","ADJ26E1","ADJ26",199.1,7,0.59,7.55,35,264
"ADJ44E1L1I1","INB0031","ADJ44E1L1","ADJ44E1","ADJ44",194.7,7,0.82,4.77,35,167
"ADK02E1L1I1","INB0031","ADK02E1L1","ADK02E1","ADK02",196.8,7,0,0,35,0
"ADK22E1L1I1","INB0031","ADK22E1L1","ADK22E1","ADK22",196.8,7,0,0,35,0
"ADL20E1L1I1","INB0031","ADL20E1L1","ADL20E1","ADL20",111.4,7,0,0,35,0
"ADL63E1L1I1","INB0031","ADL63E1L1","ADL63E1","ADL63",191.1,7,1.12,9.24,35,323
"ADL70E1L1I1","INB0031","ADL70E1L1","ADL70E1","ADL70",206.4,7,0.73,26.34,35,922
"ADL74E1L1I1","INB0031","ADL74E1L1","ADL74E1","ADL74",198.9,7,0.39,8.54,35,299
"ADM56E1L1I1","INB0031","ADM56E1L1","ADM56E1","ADM56",195.6,7,0.49,9.5,35,332
"ADI75E1L1I1","INB0031","ADI75E1L1","ADI75E1","ADI75",198.8,7,1.01,4.39,35,154
"ADJ06E1L1I1","INB0031","ADJ06E1L1","ADJ06E1","ADJ06",200.6,7,1.2,3.03,35,106
"ADK06E1L1I1","INB0031","ADK06E1L1","ADK06E1","ADK06",195.6,7,0.72,8.91,35,312
"ADK28E1L1I1","INB0031","ADK28E1L1","ADK28E1","ADK28",198,7,0.49,13.7,35,480
"ADL26E1L1I1","INB0031","ADL26E1L1","ADL26E1","ADL26",132.7,7,2.76,5.77,35,202
"ADL33E1L1I1","INB0031","ADL33E1L1","ADL33E1","ADL33",92.6,7,1.93,3.68,35,129
"ADL62E1L1I1","INB0031","ADL62E1L1","ADL62E1","ADL62",104.4,7,1.29,12.93,35,453
"ADL90E1L1I1","INB0031","ADL90E1L1","ADL90E1","ADL90",196.2,7,0.81,2.78,35,97
"ADL98E1L1I1","INB0031","ADL98E1L1","ADL98E1","ADL98",203.4,7,0.59,4.35,35,152
"ADM19E1L1I1","INB0031","ADM19E1L1","ADM19E1","ADM19",110.2,7,1.01,6.45,35,226
"ADM31E1L1I1","INB0031","ADM31E1L1","ADM31E1","ADM31",144,7,0.94,5.86,35,205
"ADM42E1L1I1","INB0031","ADM42E1L1","ADM42E1","ADM42",153.1,7,0.72,5.4,35,189
"ADM66E1L1I1","INB0031","ADM66E1L1","ADM66E1","ADM66",197,7,1.49,12.75,35,446
"ADM79E1L1I1","INB0031","ADM79E1L1","ADM79E1","ADM79",184.3,7,1.47,7.94,35,278
"ADJ34E1L1I1","INB0031","ADJ34E1L1","ADJ34E1","ADJ34",15.8,7,1.26,0.36,35,13
"ADJ93E1L1I1","INB0031","ADJ93E1L1","ADJ93E1","ADJ93",194.4,7,1.05,3.55,35,124
"ADK34E1L1I1","INB0031","ADK34E1L1","ADK34E1","ADK34",47.3,7,0.33,2.2,35,77
"ADL59E1L1I1","INB0031","ADL59E1L1","ADL59E1","ADL59",77,7,2.94,3.89,35,136
"ADL72E1L1I1","INB0031","ADL72E1L1","ADL72E1","ADL72",194.4,7,0.97,5.29,35,185
"ADM43E1L1I1","INB0031","ADM43E1L1","ADM43E1","ADM43",193.2,7,0.81,3.14,35,110
"ADJ97E1L1I1","INB0031","ADJ97E1L1","ADJ97E1","ADJ97",11.8,7,0.44,2.06,35,72
"ADK30E1L1I1","INB0031","ADK30E1L1","ADK30E1","ADK30",206.1,7,0.71,12.65,35,443
"ADK11E1L1I1","INB0031","ADK11E1L1","ADK11E1","ADK11",187.2,10,0.25,25.82,35,904
"ADL76E1L1I1","INB0031","ADL76E1L1","ADL76E1","ADL76",35.5,10,0.4,4.23,35,148
"ADM16E1L1I1","INB0031","ADM16E1L1","ADM16E1","ADM16",202,10,1.15,31.09,35,1088
"ADL22E1L1I1","INB0031","ADL22E1L1","ADL22E1","ADL22",8.4,10,1.55,1.3,35,46
"ADM61E1L1I1","INB0031","ADM61E1L1","ADM61E1","ADM61",208.8,10,2.19,26.73,35,936
"ADI93E1L1I1","INB0031","ADI93E1L1","ADI93E1","ADI93",14.4,10,1.33,1.83,35,64
"ADJ27E1L1I1","INB0031","ADJ27E1L1","ADJ27E1","ADJ27",4.8,13,0.84,4.72,35,165
"ADL93E1L1I1","INB0031","ADL93E1L1","ADL93E1","ADL93",6.2,13,0.53,6.9,35,242
"ADM03E1L1I1","INB0031","ADM03E1L1","ADM03E1","ADM03",6,13,0.09,4.13,35,145
"ADM28E1L1I1","INB0031","ADM28E1L1","ADM28E1","ADM28",2.6,13,0.14,0.99,35,35
"ADL34E1L1I1","INB0031","ADL34E1L1","ADL34E1","ADL34",10.8,13,0.09,17.23,35,603
"ADK20E1L1I1","INB0031","ADK20E1L1","ADK20E1","ADK20",5.8,13,0.27,7.81,35,273
"ADK32E1L1I1","INB0031","ADK32E1L1","ADK32E1","ADK32",2.2,16,0.1,4.44,35,155
"ADM21E1L1I1","INB0031","ADM21E1L1","ADM21E1","ADM21",0,19,2.35,1.94,35,68
"C1_EXB0026E1L1I1","INB0031","C1_EXB0026E1L1","C1_EXB0026E1","C1_EXB0026",0,19,0.88,0.14,35,5
"ACZ94E2L1I1","INB0034","ACZ94E2L1","ACZ94E2","ACZ94",59.3,10,0.67,4.03,35,141
"OPAU19E2L1I1","INB0034","OPAU19E2L1","OPAU19E2","OPAU19",143.8,10,0,1.48,35,52
"OPAU23E2L1I1","INB0034","OPAU23E2L1","OPAU23E2","OPAU23",148.1,10,1.28,1.04,35,36
"OPAU3E2L1I1","INB0034","OPAU3E2L1","OPAU3E2","OPAU3",106.1,10,0.41,1.36,35,48
"ACJ42E1L1I1","INB0034","ACJ42E1L1","ACJ42E1","ACJ42",36.2,10,0.32,2.17,35,76
"OPAU38E1L1I1","INB0034","OPAU38E1L1","OPAU38E1","OPAU38",5,10,0.69,0.88,35,31
"OPAU52E1L1I1","INB0034","OPAU52E1L1","OPAU52E1","OPAU52",3.8,10,0.36,0.93,35,33
"OPAU62E1L1I1","INB0034","OPAU62E1L1","OPAU62E1","OPAU62",4.3,10,0.16,1.46,35,51
"ABZ64E1L1I1","INB0034","ABZ64E1L1","ABZ64E1","ABZ64",4.3,10,0.75,8.69,35,304
"ACO91E1L2I1","INB0034","ACO91E1L2","ACO91E1","ACO91",13.6,10,0.97,1.81,35,64
"ACP13E1L2I1","INB0034","ACP13E1L2","ACP13E1","ACP13",12.2,10,0.65,1.87,35,65
"ADA01E1L1I1","INB0034","ADA01E1L1","ADA01E1","ADA01",58.7,10,1.1,1.79,35,63
"OPAU5E2L1I1","INB0034","OPAU5E2L1","OPAU5E2","OPAU5",75.4,10,0.83,2.45,35,86
"I1","INB0034","","","",NA,10,0.47,1.91,35,67
"C1_EXB0033E1L1I1","INB0034","C1_EXB0033E1L1","C1_EXB0033E1","C1_EXB0033",0,10,0.78,1.26,35,44
"OPAU15E2L1I1","INB0034","OPAU15E2L1","OPAU15E2","OPAU15",86.4,10,0.6,1.38,35,48
"OPAU43E2L1I1","INB0034","OPAU43E2L1","OPAU43E2","OPAU43",200,10,0.84,1.97,35,69
"OPAU61E2L1I1","INB0034","OPAU61E2L1","OPAU61E2","OPAU61",145.9,10,0.66,2.21,35,78
"ACJ62E2L1I1","INB0034","ACJ62E2L1","ACJ62E2","ACJ62",61,10,0.9,3.34,35,117
"OPAU36E1L1I1","INB0034","OPAU36E1L1","OPAU36E1","OPAU36",3.6,13,2.35,8.77,35,307
"OPAU54E1L1I1","INB0034","OPAU54E1L1","OPAU54E1","OPAU54",1.9,13,0.87,8.46,35,296
"ACB21E1L1I1","INB0034","ACB21E1L1","ACB21E1","ACB21",2.6,13,3.38,9.7,35,340
"ACX42E1L2I1","INB0034","ACX42E1L2","ACX42E1","ACX42",8.5,13,0.59,8.96,35,313
"ADA65E1L2I1","INB0034","ADA65E1L2","ADA65E1","ADA65",4.5,13,0.6,6.94,35,243
"ABG38E2L3I1","INB0034","ABG38E2L3","ABG38E2","ABG38",16,13,1.09,4.22,35,148
"ABG57E2L3I1","INB0034","ABG57E2L3","ABG57E2","ABG57",82.8,13,0.85,5.56,35,195
"ACJ38E1L1I1","INB0034","ACJ38E1L1","ACJ38E1","ACJ38",29.1,13,0.74,2.92,35,102
"ACC03E2L1I1","INB0034","ACC03E2L1","ACC03E2","ACC03",170.2,13,2.06,3.24,35,113
"ADA13E2L1I1","INB0034","ADA13E2L1","ADA13E2","ADA13",114,13,1.03,3.43,35,120
"C1_EXB0035E1L1I1","INB0034","C1_EXB0035E1L1","C1_EXB0035E1","C1_EXB0035",0,13,0.89,5.77,35,202
"AGH42E1L1I1","INB0034","AGH42E1L1","AGH42E1","AGH42",45.8,13,1.07,0.01,35,0
"ABS12E1L2I1","INB0034","ABS12E1L2","ABS12E1","ABS12",5,13,1.86,7.28,35,255
"ABS26E1L2I1","INB0034","ABS26E1L2","ABS26E1","ABS26",68.2,13,2.29,3.1,35,108
"ACP12E1L2I1","INB0034","ACP12E1L2","ACP12E1","ACP12",6.4,13,0.25,3.39,35,119
"AAM53E2L3I1","INB0034","AAM53E2L3","AAM53E2","AAM53",8,13,1.29,24.59,35,861
"ADK31E2L3I1","INB0034","ADK31E2L3","ADK31E2","ADK31",3.2,13,1.52,3.62,35,127
"ABS28E1L2I1","INB0034","ABS28E1L2","ABS28E1","ABS28",69.8,13,1.82,2.11,35,74
"C1_EXB0032E1L1I1","INB0034","C1_EXB0032E1L1","C1_EXB0032E1","C1_EXB0032",0,13,2.16,1.16,35,40
"ABZ56E1L1I1","INB0034","ABZ56E1L1","ABZ56E1","ABZ56",1.4,16,0.76,10.56,35,369
"AFV24E1L1I1","INB0034","AFV24E1L1","AFV24E1","AFV24",91.7,16,4.53,5.24,35,183
"ACX40E1L2I1","INB0034","ACX40E1L2","ACX40E1","ACX40",2.8,16,1.12,9.71,35,340
"OPAU11E2L1I1","INB0034","OPAU11E2L1","OPAU11E2","OPAU11",72,16,1.42,4.6,35,161
"OPAU1E2L1I1","INB0034","OPAU1E2L1","OPAU1E2","OPAU1",128.4,16,1.14,5.94,35,208
"ADV55E1L2I1","INB0034","ADV55E1L2","ADV55E1","ADV55",1.7,16,1.77,8.03,35,281
"I1","INB0034","","","",NA,16,1.63,7.62,35,267
"AGH37E1L1I1","INB0034","AGH37E1L1","AGH37E1","AGH37",16.1,16,0.76,32.18,35,1126
"AGH49E1L1I1","INB0034","AGH49E1L1","AGH49E1","AGH49",33.4,16,1.02,0,35,0
"ACC15E1L1I1","INB0034","ACC15E1L1","ACC15E1","ACC15",0,16,1.23,2.42,35,85
"ACZ96E1L1I1","INB0034","ACZ96E1L1","ACZ96E1","ACZ96",0,19,5.9,3.27,35,114
"OPAU49E2L1I1","INB0034","OPAU49E2L1","OPAU49E2","OPAU49",75.8,19,1.65,5.7,35,200
"I1","INB0034","","","",NA,19,15.86,7.96,35,279
"OPAU63E2L1I1","INB0034","OPAU63E2L1","OPAU63E2","OPAU63",150.5,19,2.2,0.12,35,4
"OPAU9E2L1I1","INB0034","OPAU9E2L1","OPAU9E2","OPAU9",99.4,19,36.34,1.84,35,64
"ADV57E1L2I1","INB0034","ADV57E1L2","ADV57E1","ADV57",0,19,0.95,3.35,35,117
"ADA11E2L1I1","INB0034","ADA11E2L1","ADA11E2","ADA11",62.9,19,30.88,1.33,35,47
"C1_EXB0030E1L1I1","INB0034","C1_EXB0030E1L1","C1_EXB0030E1","C1_EXB0030",1,19,12.3,0.62,35,22
"ABS92E1L2I1","INB0034","ABS92E1L2","ABS92E1","ABS92",18.4,19,0,6.87,35,241
"I1","INB0034","","","",NA,19,5.55,0,35,0
"ABS94E1L2I1","INB0034","ABS94E1L2","ABS94E1","ABS94",0,19,4.49,0.16,35,6
"ADA68E1L2I1","INB0034","ADA68E1L2","ADA68E1","ADA68",0,19,2.96,0.07,35,2
"ABS20E1L2I1","INB0034","ABS20E1L2","ABS20E1","ABS20",0,19,3.42,0.1,35,3
"ABS32E1L2I1","INB0034","ABS32E1L2","ABS32E1","ABS32",0,19,2.22,0.07,35,3
"ADV25E1L2I1","INB0034","ADV25E1L2","ADV25E1","ADV25",0,19,2.53,0.06,35,2
"ADA15E2L1I1","INB0034","ADA15E2L1","ADA15E2","ADA15",52.6,19,2.41,0.1,35,4
"C1_EXB0031E1L1I1","INB0034","C1_EXB0031E1L1","C1_EXB0031E1","C1_EXB0031",0,19,1.11,0.11,35,4
"AGF26E1L1I1","INB0034","AGF26E1L1","AGF26E1","AGF26",17.5,19,1.76,16.05,35,562
"AFU86E1L1I1","INB0032","AFU86E1L1","AFU86E1","AFU86",93.4,7,0.31,2.33,35,82
"AFU82E1L1I1","INB0032","AFU82E1L1","AFU82E1","AFU82",201,7,0.44,4.3,35,150
"AFU83E1L1I1","INB0032","AFU83E1L1","AFU83E1","AFU83",89.3,7,0,3.9,35,137
"AFU71E1L1I1","INB0032","AFU71E1L1","AFU71E1","AFU71",198,7,0,5.75,35,201
"AFU80E1L1I1","INB0032","AFU80E1L1","AFU80E1","AFU80",200,7,0,1.63,35,57
"AFU84E1L1I1","INB0032","AFU84E1L1","AFU84E1","AFU84",46.8,7,0,2.19,35,77
"AFU75E1L1I1","INB0032","AFU75E1L1","AFU75E1","AFU75",122.6,7,0,3.49,35,122
"AFU78E1L1I1","INB0032","AFU78E1L1","AFU78E1","AFU78",235.2,7,0.27,2.47,35,86
"AFU77E1L1I1","INB0032","AFU77E1L1","AFU77E1","AFU77",198,7,0,2.9,35,102
"AFU74E1L1I1","INB0032","AFU74E1L1","AFU74E1","AFU74",62.4,10,0,16.06,35,562
"AFU73E1L1I1","INB0032","AFU73E1L1","AFU73E1","AFU73",82.3,10,0.33,5.42,35,190
"AFU62E1L1I1","INB0032","AFU62E1L1","AFU62E1","AFU62",155,13,0.15,52.26,35,1829
"AFU81E1L1I1","INB0032","AFU81E1L1","AFU81E1","AFU81",1.6,13,0.16,1.93,35,67
"C2_EXB0034E1L1I1","INB0032","C2_EXB0034E1L1","C2_EXB0034E1","C2_EXB0034",1.9,19,4.31,0.41,35,14
"C1_EXB0034E1L1I1","INB0032","C1_EXB0034E1L1","C1_EXB0034E1","C1_EXB0034",0,19,1,4.45,35,156
"C3_EXB0034E1L1I1","INB0032","C3_EXB0034E1L1","C3_EXB0034E1","C3_EXB0034",3.2,19,0,0.02,35,1
"ABZ68E1L1I1","INB0033","ABZ68E1L1","ABZ68E1","ABZ68",90.5,7,0.98,21.44,35,750
"AGF06E1L1I1","INB0033","AGF06E1L1","AGF06E1","AGF06",200,7,1.5,19.89,35,696
"AGF10E1L1I1","INB0033","AGF10E1L1","AGF10E1","AGF10",200,7,1.56,21.44,35,750
"AGH22E1L1I1","INB0033","AGH22E1L1","AGH22E1","AGH22",200,7,1.73,23.82,35,834
"AGH24E1L1I1","INB0033","AGH24E1L1","AGH24E1","AGH24",147.6,7,0.76,21.52,35,753
"OPAU30E1L1I1","INB0033","OPAU30E1L1","OPAU30E1","OPAU30",39.8,7,1.56,8.49,35,297
"OPAU50E1L1I1","INB0033","OPAU50E1L1","OPAU50E1","OPAU50",41.8,7,0.7,14.41,35,504
"OPAU68E1L1I1","INB0033","OPAU68E1L1","OPAU68E1","OPAU68",41.3,7,1.36,11.07,35,387
"ACB20E1L1I1","INB0033","ACB20E1L1","ACB20E1","ACB20",24.5,7,3.32,7.21,35,252
"AGF91E1L1I1","INB0033","AGF91E1L1","AGF91E1","AGF91",27.1,7,2.11,6.8,35,238
"AGH23E1L1I1","INB0033","AGH23E1L1","AGH23E1","AGH23",42.7,7,4.62,8.75,35,306
"ADD97E1L1I1","INB0033","ADD97E1L1","ADD97E1","ADD97",130.8,7,0.92,10.44,35,365
"OPAU44E1L1I1","INB0033","OPAU44E1L1","OPAU44E1","OPAU44",58.1,7,0.25,7.14,35,250
"OPAU60E1L1I1","INB0033","OPAU60E1L1","OPAU60E1","OPAU60",27.8,7,1.02,8.94,35,313
"OPAU72E1L1I1","INB0033","OPAU72E1L1","OPAU72E1","OPAU72",16.6,7,1.69,7.02,35,246
"ABZ58E1L1I1","INB0033","ABZ58E1L1","ABZ58E1","ABZ58",29.3,7,0.62,6.59,35,231
"ABZ62E1L1I1","INB0033","ABZ62E1L1","ABZ62E1","ABZ62",89.5,7,2.39,11.81,35,413
"AGF24E1L1I1","INB0033","AGF24E1L1","AGF24E1","AGF24",37.9,7,1.61,9.22,35,323
"AGF95E1L1I1","INB0033","AGF95E1L1","AGF95E1","AGF95",53.5,7,0.43,6.09,35,213
"AGF98E1L1I1","INB0033","AGF98E1L1","AGF98E1","AGF98",25.2,7,0.83,8.47,35,296
"ACC05E1L1I1","INB0033","ACC05E1L1","ACC05E1","ACC05",64.2,7,0.81,2.32,35,81
"OPAU47E2L1I1","INB0033","OPAU47E2L1","OPAU47E2","OPAU47",70.8,7,1.29,1.71,35,60
"OPAU41E2L1I1","INB0033","OPAU41E2L1","OPAU41E2","OPAU41",200,7,2.45,5.26,35,184
"OPAU57E2L1I1","INB0033","OPAU57E2L1","OPAU57E2","OPAU57",131.3,7,1.07,4.06,35,142
"OPAU26E1L1I1","INB0033","OPAU26E1L1","OPAU26E1","OPAU26",13,7,0.64,1.76,35,62
"OPAU28E1L1I1","INB0033","OPAU28E1L1","OPAU28E1","OPAU28",42.7,7,2.62,4.36,35,153
"AGF18E1L1I1","INB0033","AGF18E1L1","AGF18E1","AGF18",12,7,0.59,2.4,35,84
"AGH38E1L1I1","INB0033","AGH38E1L1","AGH38E1","AGH38",13.2,7,0.81,3.97,35,139
"AGH43E1L1I1","INB0033","AGH43E1L1","AGH43E1","AGH43",0.2,7,0.72,6.48,35,227
"ABS02E1L2I1","INB0033","ABS02E1L2","ABS02E1","ABS02",116.5,7,0.54,3.02,35,106
"ADA70E1L2I1","INB0033","ADA70E1L2","ADA70E1","ADA70",25.2,7,0.32,2.23,35,78
"ADK23E2L3I1","INB0033","ADK23E2L3","ADK23E2","ADK23",145.9,7,0,9.3,35,326
"I1","INB0033","","","",NA,7,1.25,1.73,35,60
"ACJ40E1L1I1","INB0033","ACJ40E1L1","ACJ40E1","ACJ40",45.8,7,1.17,1.78,35,62
"ACC18E2L1I1","INB0033","ACC18E2L1","ACC18E2","ACC18",69.4,7,0.51,0.94,35,33
"ACC29E2L1I1","INB0033","ACC29E2L1","ACC29E2","ACC29",110.4,7,1.56,2.07,35,72
"OPAU27E2L1I1","INB0033","OPAU27E2L1","OPAU27E2","OPAU27",152.2,7,3.07,2.76,35,97
"OPAU29E2L1I1","INB0033","OPAU29E2L1","OPAU29E2","OPAU29",199.9,7,1.32,2.68,35,94
"OPAU31E2L1I1","INB0033","OPAU31E2L1","OPAU31E2","OPAU31",199.8,7,1.87,1.89,35,66
"OPAU33E2L1I1","INB0033","OPAU33E2L1","OPAU33E2","OPAU33",186,7,0.64,2.6,35,91
