sample_type	sample_origin	sample_freshness	sample_freezing	sample_id	capture_place	specimen_length	specimen_weight	specimen_id	specimen_family	specimen_species	capture_biome	capture_environment	specimen_development	specimen_sex	capture_latitude	capture_longitude	capture_country	specimen_order	specimen_class	capture_id	tax_group
Anal/cloacal swab	Animal	< 1 minute	< 3 days	ABW32	NA	53	365	SD01174	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	urban park with lawns and several broadleaf trees, partly standing together in groups, small woods	Juvenile	Male	52.49	13.47	recVYUv3aeAtg7Vdd	Rodentia	Mammalia	SD0117401	Mammals
Tissue	Animal	NA	< 1 day	AGG08	NA	NA	NA	SD02715	Sciuridae	Sciurus vulgaris	1000198 - Mixed forest	Small island nature reserve	Unknown	Unknown	50.69	-1.97	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0271501	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 3 days	AEK13	NA	8.46	9.5	SD01059	Alcedinidae	Ispidina picta	1000221 - Temperate woodland	In front of a lodge 	Adult	Unknown	-26.63	31.29	recPQH9S1Qzejfubo	Coraciiformes	Mammalia	SD0105901	Mammals
Tissue	Animal	< 1 minute	< 1 day	AFQ80	NA	19.8	9.2	SD02586	Lacertidae	Timon lepidus	1000199 - Mediterranean forest	NA	Juvenile	Unknown	40.86	-8.25	recAf61NgigHFbcBU	Squamata	Reptilia	SD0258601	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAD17	Atalaya	227	467.5	SD00264	Falconidae	Falco eleonorae	1000048 - Ocean	Island	Juvenile	Unknown	29.4	-13.5	recIUTmSxiyqoU5lQ	Falconiformes	Aves	SD0026401	Birds
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AFQ73	NA	18.6	5.8	SD02583	Scincidae	Chalcides striatus	1000199 - Mediterranean forest	NA	Adult	Unknown	40.86	-8.25	recAf61NgigHFbcBU	Squamata	Reptilia	SD0258301	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AEM42	Gallarate	58	350	SD01765	Sciuridae	Sciurus vulgaris	1000221 - Temperate woodland	parklike habitat	Adult	Male	45.66	8.78	recrACkHppgdXdQse	Rodentia	Mammalia	SD0176502	Mammals
Skin swab	Animal	< 1 minute	< 1 day	ACZ57	NA	39.89	7.5	SD01183	Vespertilionidae	Plecotus auritus	1000196 - Coniferous forest	old bunker	Adult	Male	52.39	22.92	recS6xIyDhfgVgMQw	Chiroptera	Mammalia	SD0118301	Bats
Tissue	Animal	< 1 minute	< 21 days	AHO26	NA	41.08	6	SD03321	Bombinatoridae	Bombina sp.	1000198 - Mixed forest	Tire track / conservation pond	Adult	Male	47.91	19.96	recswsHtDSgulNghS	Anura	Amphibia	SD0332101	Amphibians
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AIZ61	NA	105	26.4	SD04461	Salamandridae	Salamandra salamandra gallaica	1000221 - Temperate woodland	Small stream with steep bank running through deciduous grove.	Adult	Male	41.29	-8.61	recAf61NgigHFbcBU	Urodela	Amphibia	SD0446101	Amphibians
Faecal	Animal	< 1 minute	< 1 day	AHU59	NA	91	1.8	SD03537	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Adult	Male	40.84	-8.24	recAf61NgigHFbcBU	Squamata	Reptilia	SD0353701	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	ACX95	NA	17.9	9.2	SD02604	Lacertidae	Acanthodactylus erythrurus	1000199 - Mediterranean forest	NA	Adult	Female	40.92	-7.1	recAf61NgigHFbcBU	Squamata	Reptilia	SD0260401	Reptiles
Faecal	Trap	< 3 hours	< 1 day	AAB06	Golasecca	55	280	SD00385	Sciuridae	Sciurus vulgaris	1000221 - Temperate woodland	oak-hornbeam-chestnut forest	Adult	Female	45.69	8.66	recrACkHppgdXdQse	Rodentia	Mammalia	SD0038501	Mammals
Faecal	Animal	< 1 minute	< 1 day	ADA61	NA	NA	NA	SD01440	Vespertilionidae	Plecotus auritus	1000221 - Temperate woodland	NA	Adult	Female	52.01	13.34	recVYUv3aeAtg7Vdd	Chiroptera	Mammalia	SD0144001	Bats
Faecal	Animal	< 1 minute	< 14 days	AHC90	NA	64	5.76	SD04347	Lacertidae	Podarcis milensis	1000215 - Temperate shrubland	town	Adult	Female	36.74	24.42	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0434701	Reptiles
Faecal	Trap	< 30 minutes	< 1 day	AGF99	NA	NA	285	SD02160	Sciuridae	Sciurus vulgaris	1000198 - Mixed forest	Small island nature reserve	Sub-adult	Female	50.69	-1.97	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0216001	Mammals
Faecal	Animal	< 1 minute	< 14 days	ABK46	NA	61	4.1	SD00632	Lacertidae	Podarcis muralis	1000221 - Temperate woodland	Rocky slopes of schists	Unknown	Male	42.78	-0.59	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0063201	Reptiles
Stomach contents	Animal	NA	NA	AIG53	4.1 mi N of Brooker	NA	NA	SD02954	Cathartidae	Cathartes aura	NA	NA	Adult	Male	29.95	-82.32	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0295401	Birds
Tissue	Animal	< 1 minute	< 7 days	AFI92	NA	36	3.2	SD03963	Hylidae	Ptychohyla hypomykter	1000197 - Broadleaf forest	In front of a stream	Adult	Male	15.2	-87.59	recQgqRtcmwo7Cea8	Anura	Amphibia	SD0396301	Amphibians
Faecal	Other	< 1 hour	< 1 day	AGP34	NA	NA	1.62	SD04520	Salamandridae	Lissotriton helveticus	1000252 - Lake or pond	NA	Adult	Male	43.29	-2.19	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0452001	Amphibians
Blood	Animal	< 1 minute	< 1 day	AAZ11	Montpellier	18	21.3	SD00110	Fringillidae	Fringilla coelebs	1000248 - Dense settlement	Field experiments on CNRS campus, north of the city of Montpellier	Adult	Female	43.64	3.86	recD0072mQhXdzBoy	Passeriformes	Aves	SD0011001	Birds
Tissue	Animal	< 10 minutes	< 3 days	ABT07	NA	64	10.7	SD01334	Phrynosomatidae	Sceloporus variabilis	1001803 - Tropical forest	NA	Adult	Male	21.25	-98.8	recwKhnfLZNKSTGMp	Squamata	Reptilia	SD0133401	Reptiles
Faecal	Animal	< 1 minute	< 21 days	ABJ55	NA	57	4.4	SD00593	Lacertidae	Podarcis muralis	1000221 - Temperate woodland	Boulders and stone-walls	Unknown	Male	42.56	0.75	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0059301	Reptiles
Faecal	Animal	< 10 minutes	< 3 days	AAW19	Camp aviary	NA	139	SD00181	Psittaculidae	Psittacula echo	1001803 - Tropical forest	Forest clearing	Adult	Female	-20.38	57.45	recxJddnYy3ExEL7a	Psittaciformes	Aves	SD0018102	Birds
Faecal	Animal	< 30 minutes	< 14 days	AAH99	Bòfia de Sant Jaume	55.1	19.8	SD00010	Rhinolophidae	Rhinolophus ferrumequinum	1000221 - Temperate woodland	Cave	Adult	Male	42.07	1.68	recIUTmSxiyqoU5lQ	Chiroptera	Mammalia	SD0001001	Bats
Colon contents	Animal	NA	NA	AIF81	4.1 mi N of Brooker	NA	NA	SD02947	Cathartidae	Cathartes aura	NA	NA	Adult	Female	29.95	-82.32	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0294701	Birds
Tissue	Animal	< 1 minute	< 1 day	AAZ98	Torino	NA	575	SD00301	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	parklike habitat	Adult	Female	45.06	7.69	recrACkHppgdXdQse	Rodentia	Mammalia	SD0030101	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAC32	Rapadura	138	313.8	SD00193	Falconidae	Falco eleonorae	1000048 - Ocean	Island	Juvenile	Unknown	29.4	-13.49	recIUTmSxiyqoU5lQ	Falconiformes	Aves	SD0019304	Birds
Anal/cloacal swab	Animal	< 10 minutes	< 3 days	ABT93	NA	64	10.7	SD01334	Phrynosomatidae	Sceloporus variabilis	1001803 - Tropical forest	NA	Adult	Male	21.25	-98.8	recwKhnfLZNKSTGMp	Squamata	Reptilia	SD0133401	Reptiles
Tissue	Animal	< 1 minute	< 1 day	AEL80	Calusco	60	300	SD01791	Sciuridae	Sciurus vulgaris	1000221 - Temperate woodland	riparian woodland	Adult	Male	45.68	9.46	recrACkHppgdXdQse	Rodentia	Mammalia	SD0179101	Mammals
Faecal	Animal	< 1 minute	< 21 days	ABL15	NA	60	4.4	SD00552	Lacertidae	Podarcis muralis	1000221 - Temperate woodland	Shrubs and rocks near river	Pregnant	Female	42.51	0.72	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0055201	Reptiles
Pouch	Animal	< 1 minute	< 3 days	AEB13	NA	1070	28000	SD02922	Vombatidae	Lasiorhinus latifrons	1000218 - Xeric shrubland	Previously cropland	Adult	Female	-34.54	139.59	recKtBknH3LqSreF0	Diprotodontia	Mammalia	SD0292201	Mammals
Anal/cloacal swab	Animal	< 10 minutes	< 1 day	ABW49	NA	240	NA	SD01177	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	urban park with lawns and several broadleaf trees, partly standing together in groups, small woods	Adult	Female	52.49	13.47	recVYUv3aeAtg7Vdd	Rodentia	Mammalia	SD0117702	Mammals
Oral swab	Animal	< 1 minute	< 1 day	AGY72	NA	NA	53.8	SD03226	Corvidae	Perisoreus infaustus	1000250 - Boreal forests or taiga	Forest	Juvenile	Unknown	65.68	19.15	recsoxFuQT1UqV2yf	Passeriformes	Aves	SD0322601	Birds
Oral swab	Animal	< 1 minute	< 7 days	ACX43	NA	NA	20	SD01620	Gliridae	Muscardinus avellanarius	1000221 - Temperate woodland	Mosaic forest	Adult	Male	55.12	10.27	recl1GLXzzRR4wSYU	Rodentia	Mammalia	SD0162001	Mammals
Faecal	NA	NA	NA	AEX95	NA	59	5.02	SD02356	Lacertidae	Podarcis filfolensis	1000218 - Xeric shrubland	NA	NA	Female	36.01	14.32	rec4pSrz639KdTCof	Squamata	Reptilia	SD0235601	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 21 days	AEU88	NA	465	5050	SD03374	Sciuridae	Marmota sibirica	1000194 - Montane grassland	Herbs-shrubs	Sub-adult	Male	47.73	107.04	recugcwL74IMJVJls	Rodentia	Mammalia	SD0337401	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAY19	Montpellier	17.6	27.6	SD00100	Fringillidae	Chloris chloris	1000248 - Dense settlement	Field experiments on CNRS campus, north of the city of Montpellier	Adult	Female	43.64	3.86	recD0072mQhXdzBoy	Passeriformes	Aves	SD0010001	Birds
Tissue	Animal	< 1 minute	< 14 days	AHC16	NA	58	4.18	SD04315	Lacertidae	Podarcis gaigeae	1000215 - Temperate shrubland	islet	Adult	Female	38.87	24.44	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0431501	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	ADW25	ILO	NA	555	SD01762	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	parklike habitat	Adult	Male	45.02	7.67	recrACkHppgdXdQse	Rodentia	Mammalia	SD0176201	Mammals
Skin swab	Animal	< 1 minute	< 21 days	AHO96	NA	36.05	4.3	SD03356	Bombinatoridae	Bombina sp.	1000198 - Mixed forest	Puddle	Adult	Female	47.98	19.96	recswsHtDSgulNghS	Anura	Amphibia	SD0335601	Amphibians
Anal/cloacal swab	Animal	< 1 minute	< 7 days	ABS90	NA	65	390	SD01533	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	Broadleaf forest 	Adult	Male	42.87	143.19	recUFOFTQQCc0Urlo	Rodentia	Mammalia	SD0153301	Mammals
Oral swab	Animal	< 1 minute	< 1 day	ADV50	AbissoFrankZappa	36.8	6.4	SD01754	Vespertilionidae	Myotis daubentonii	1000221 - Temperate woodland	mixed conifer-deciduous wood	Sub-adult	Male	45.91	9.8	recrACkHppgdXdQse	Chiroptera	Mammalia	SD0175401	Bats
Anal/cloacal swab	Animal	< 1 minute	< 1 day	ABA46	Piobesi	62	510	SD00380	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	oak-hornbeam forest	Adult	Male	44.94	7.59	recrACkHppgdXdQse	Rodentia	Mammalia	SD0038002	Mammals
Faecal	Animal	< 10 minutes	< 3 days	OPAU28	NA	39.5	NA	SD00722	Vespertilionidae	Plecotus auritus	1000221 - Temperate woodland	Smal woodland surrounded by urban areas	Adult	Female	53.05	-2.13	recWNrlBagsRxnwjj	Chiroptera	Mammalia	SD0072201	Bats
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAN38	NA	NA	17	SD00141	Cricetidae	Myodes glareolus	1000250 - Boreal forests	Mosaic of semi-natural forest, plantations, felled areas and heath	Juvenile	Male	57.19	-3.68	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0014101	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAY44	Montpellier	16	17.9	SD00125	Passeridae	Passer montanus	1000248 - Dense settlement	Field experiments on CNRS campus, north of the city of Montpellier	Adult	Unknown	43.64	3.86	recD0072mQhXdzBoy	Passeriformes	Aves	SD0012501	Birds
Faecal	Housing	< 1 minute	< 14 days	ACB28	NA	42.6	9.8	SD00482	Vespertilionidae	Plecotus auritus	1000221 - Temperate woodland	Mix Pine Oak Forest	Nursing	Female	40.62	-2.13	recIUTmSxiyqoU5lQ	Chiroptera	Mammalia	SD0048201	Bats
Tissue	Animal	< 1 minute	< 1 day	AHV22	NA	139	2.5	SD03567	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Adult	Male	40.83	-8.15	recAf61NgigHFbcBU	Squamata	Reptilia	SD0356701	Reptiles
Faecal	Animal	< 1 minute	< 21 days	ABL27	NA	59	4.1	SD00558	Lacertidae	Podarcis muralis	1000221 - Temperate woodland	Shrubs and rocks near river	Adult	Male	42.51	0.72	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0055801	Reptiles
Tissue	Animal	< 1 minute	< 1 day	ACJ56	NA	39	7	SD01896	Vespertilionidae	Plecotus auritus	1000198 - Mixed forest	At the cave entrance	Adult	Male	41.65	24.53	recIKcYqw1CyfqxgE	Chiroptera	Mammalia	SD0189601	Bats
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAT06	Donostia	64	9.9	SD01130	Acrocephalidae	Acrocephalus scirpaceus	00000035 - Marshland	Coastal marshland	Juvenile	Unknown	43.35	-1.81	recIUTmSxiyqoU5lQ	Passeriformes	Aves	SD0113001	Birds
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAT30	Donostia	NA	980	SD01122	Laridae	Larus michahellis	1000215 - Temperate shrubland	Hill	Juvenile	Unknown	43.31	-2.2	recIUTmSxiyqoU5lQ	Charadriiformes	Aves	SD0112201	Birds
Faecal	Other	< 10 minutes	< 7 days	AAW17	Los Angeles	84	165	SD00180	Psittaculidae	Psittacula echo	1001803 - Tropical forest	Forest	Juvenile	Female	-20.4	57.45	recxJddnYy3ExEL7a	Psittaciformes	Aves	SD0018001	Birds
Oral swab	Animal	< 1 minute	< 21 days	AFW31	NA	NA	20.5	SD02090	Cricetidae	Peromyscus maniculatus	1001805 - Temperate forest	NA	Adult	Unknown	49.27	-123.2	recqcwTGBWEwznXMJ	Rodentia	Mammalia	SD0209001	Mammals
Tissue	Animal	NA	NA	ABR02	NA	53	3.74	SD02374	Lacertidae	Podarcis gaigeae	1000218 - Xeric shrubland	NA	NA	Female	38.92	24.58	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0237401	Reptiles
Oral swab	Animal	< 1 minute	< 14 days	AA81	NA	254	545	SD02114	Sciuridae	Sciurus carolinensis	1000197 - Broadleaf forest	NA	Nursing	Female	53.2	-4.19	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0211401	Mammals
Skin swab	Animal	< 1 minute	< 1 day	AKD60	NA	95	18.4	SD04433	Salamandridae	Salamandra salamandra gallaica	1000221 - Temperate woodland	Narrow stone alley with deciduous leaf litter along the edges.	Adult	Male	41.15	-8.63	recAf61NgigHFbcBU	Urodela	Amphibia	SD0443301	Amphibians
Faecal	Trap	< 3 hours	< 1 day	AAB40	commande	63	568	SD00377	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	parklike habitat	Adult	Female	44.84	7.77	recrACkHppgdXdQse	Rodentia	Mammalia	SD0037701	Mammals
Faecal	Animal	< 1 minute	< 3 days	ACR94	NA	1029	26000	SD02933	Vombatidae	Lasiorhinus latifrons	1000218 - Xeric shrubland	Previously cropland	Adult	Female	-34.54	139.59	recKtBknH3LqSreF0	Diprotodontia	Mammalia	SD0293301	Mammals
Tissue	Animal	< 1 minute	< 1 day	ABH93	NA	69	8.89	SD01024	Lacertidae	Podarcis pityusensis	1000215 - Temperate shrubland	Shrubs and dunes in a coastal natural park	Unknown	Male	38.74	1.43	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0102401	Reptiles
Tissue	Animal	< 1 minute	< 3 days	ADH95	NA	150.63	3.55	SD00933	Lacertidae	Podarcis muralis	1000246 - Village	cemetery	Adult	Male	43	-0.6	recD0072mQhXdzBoy	Squamata	Reptilia	SD0093301	Reptiles
Faecal	Animal	< 1 minute	< 21 days	AFN39	NA	35.4	4.2	SD02042	Vespertilionidae	Glauconycteris sp	1001803 - Tropical forest	Swamp, forest, river	Adult	Male	1.05	11.15	reclcQpXVk25OgN5p	Chiroptera	Mammalia	SD0204201	Bats
Oral swab	Animal	< 1 minute	< 3 days	ABN30	Aberdeen	61	640	SD01665	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	Mixed woodland	Adult	Male	57.18	-2.11	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0166504	Mammals
Tissue	Animal	< 1 minute	< 7 days	AFI71	NA	27.6	0.7	SD03976	Dactyloidae	Anolis yoroensis	1000197 - Broadleaf forest	In front of a stream	Juvenile	Unknown	15.2	-87.59	recQgqRtcmwo7Cea8	Squamata	Reptilia	SD0397601	Reptiles
Oral swab	Animal	< 1 minute	< 1 day	ADJ22	Tourmalet	187.63	7.2	SD00848	Lacertidae	Podarcis muralis	1000246 - Village	cemetery	Adult	Male	43.02	0.18	recD0072mQhXdzBoy	Squamata	Reptilia	SD0084801	Reptiles
Tissue	Animal	< 10 minutes	< 1 day	ABW74	NA	408	NA	SD02675	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	urban park with lawns and several broadleaf trees, partly standing together in groups, small woods	Adult	Male	52.49	13.47	recVYUv3aeAtg7Vdd	Rodentia	Mammalia	SD0267501	Mammals
Faecal	Animal	< 1 minute	< 1 day	AFP35	NA	12.3	1.8	SD02515	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Sub-adult	Male	40.84	-8.16	recAf61NgigHFbcBU	Squamata	Reptilia	SD0251501	Reptiles
Faecal	Trap	< 6 hours	< 1 day	ACS26	NA	NA	1600	SD02854	Macropodidae	Petrogale xanthopus	1000218 - Xeric shrubland	Rocky hills	Juvenile	Male	-32.03	140.24	recKtBknH3LqSreF0	Diprotodontia	Mammalia	SD0285401	Mammals
Tissue	Animal	< 1 minute	< 3 days	ADJ80	Tourmalet	105.35	2.38	SD00889	Lacertidae	Iberolacerta bonnali	1000194 - Montane grassland	NA	Adult	Female	42.93	0.14	recD0072mQhXdzBoy	Squamata	Reptilia	SD0088901	Reptiles
Faecal	Other	< 10 minutes	< 7 days	AAW69	NA	29	146	SD03234	Psittaculidae	Psittacula echo	1000220 - Tropical woodland	Forest clearing, next to nest box tree	Juvenile	Unknown	-20.39	57.44	recxJddnYy3ExEL7a	Psittaciformes	Aves	SD0323401	Birds
Faecal	Animal	< 1 minute	< 1 day	ACJ45	NA	40.3	8	SD01894	Vespertilionidae	Plecotus auritus	1000198 - Mixed forest	At the cave entrance	Adult	Male	41.65	24.53	recIKcYqw1CyfqxgE	Chiroptera	Mammalia	SD0189401	Bats
Tissue	Animal	< 1 minute	< 14 days	AHC61	NA	58	5.49	SD04336	Lacertidae	Podarcis milensis	1000215 - Temperate shrubland	town	Adult	Male	36.76	24.53	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0433601	Reptiles
Blood	Animal	< 1 minute	< 1 day	AAY83	Montpellier	93	21.9	SD00083	Fringillidae	Fringilla coelebs	1000248 - Dense settlement	Field experiments on CNRS campus, north of the city of Montpellier	Adult	Male	43.64	3.86	recD0072mQhXdzBoy	Passeriformes	Aves	SD0008301	Birds
Faecal	Animal	< 1 minute	< 14 days	AHB47	NA	73	6.76	SD04323	Lacertidae	Podarcis gaigeae	1000215 - Temperate shrubland	islet	Adult	Female	38.83	24.43	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0432301	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AFQ37	NA	9.4	1.1	SD02565	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Adult	Female	40.86	-8.25	recAf61NgigHFbcBU	Squamata	Reptilia	SD0256501	Reptiles
Faecal	Animal	< 1 minute	< 14 days	AHA94	NA	60	4.85	SD04274	Lacertidae	Podarcis cretensis	1000215 - Temperate shrubland	islet	Adult	Male	35.27	26.33	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0427401	Reptiles
Faecal	Animal	< 6 hours	< 1 day	AFU70	NA	47	2.77	SD02645	Lacertidae	Podarcis muralis	1000216 - Montane shrubland	Andia transect	Adult	Female	42.84	-2.02	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0264501	Reptiles
Jejunum mucosa	Animal	NA	NA	AII58	7.8 mi N of Alice	NA	NA	SD02972	Cathartidae	Coragyps atratus	NA	NA	Adult	Female	27.86	-98.05	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0297201	Birds
Duodenum mucosa	Animal	NA	NA	AIG01	4.1 mi N of Brooker	NA	NA	SD02949	Cathartidae	Coragyps atratus	NA	NA	Adult	Male	29.95	-82.32	recTM9xQvYOxMLTyY	Accipitriformes	Aves	SD0294901	Birds
Faecal	Animal	< 1 minute	< 1 day	AFU96	NA	56	4.37	SD03780	Lacertidae	Podarcis muralis	1000198 - Mixed forest	NA	Adult	Male	43.31	-1.75	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0378001	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 7 days	AEV51	NA	33	86	SD03409	Sciuridae	Eutamias sibiricus	1000196 - Coniferous forest	Picea-Pinus human disturbed	Adult	Male	47.77	107	recugcwL74IMJVJls	Rodentia	Mammalia	SD0340901	Mammals
Oral swab	Animal	< 1 minute	< 14 days	ADD52	NA	38	6.7	SD02195	Vespertilionidae	Myotis emarginatus	1000198 - Mixed forest	Mine roost monitoring	Juvenile	Male	41.81	2.41	recIUTmSxiyqoU5lQ	Chiroptera	Mammalia	SD0219501	Bats
Faecal	Trap	< 3 hours	< 1 day	ABA68	Curone	62	480	SD00292	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	oak-hornbeam forest	Adult	Male	45.73	9.38	recrACkHppgdXdQse	Rodentia	Mammalia	SD0029201	Mammals
Oral swab	Housing	< 1 minute	< 3 days	ACY11	NA	NA	18	SD01452	Gliridae	Muscardinus avellanarius	1001805 - Temperate forest	Mixed forest National Park	Adult	Female	50.64	23.07	recS6xIyDhfgVgMQw	Rodentia	Mammalia	SD0145201	Mammals
Faecal	Trap	NA	< 1 day	AAP34	NA	NA	1.77	SD03449	Salamandridae	Lissotriton helveticus	1000252 - Lake or pond	NA	Adult	Male	43.25	-1.89	recIUTmSxiyqoU5lQ	Urodela	Amphibia	SD0344901	Amphibians
Faecal	Animal	< 1 minute	< 14 days	AHB84	NA	57	3.81	SD04303	Lacertidae	Podarcis gaigeae	1000215 - Temperate shrubland	inland	Adult	Female	38.9	24.52	rec8ZSYhXQpuQrkxi	Squamata	Reptilia	SD0430301	Reptiles
Faecal	Animal	< 1 minute	< 1 day	AGE42	NA	61	5.26	SD03822	Lacertidae	Podarcis liolepis	1000246 - Village	NA	Adult	Male	42.67	-2.03	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0382201	Reptiles
Anal/cloacal swab	Animal	< 1 minute	< 3 days	ABS96	NA	63	310	SD01536	Sciuridae	Sciurus vulgaris	1000197 - Broadleaf forest	Conifer forests 	Adult	Female	42.74	143.09	recUFOFTQQCc0Urlo	Rodentia	Mammalia	SD0153601	Mammals
Faecal	Animal	< 1 minute	< 1 day	AAN57	NA	NA	21	SD00148	Muridae	Apodemus sylvaticus	1000250 - Boreal forests	Mosaic of semi-natural forest, plantations, felled areas and heath	Adult	Female	57.19	-3.68	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0014801	Mammals
Anal/cloacal swab	Animal	< 1 minute	< 1 day	AAA64	RS	NA	600	SD00366	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	parklike habitat	Adult	Male	44.95	7.6	recrACkHppgdXdQse	Rodentia	Mammalia	SD0036601	Mammals
Tissue	Animal	< 1 minute	< 1 day	ABA47	Piobesi	62	510	SD00380	Sciuridae	Sciurus carolinensis	1000221 - Temperate woodland	oak-hornbeam forest	Adult	Male	44.94	7.59	recrACkHppgdXdQse	Rodentia	Mammalia	SD0038002	Mammals
Skin swab	Animal	< 1 minute	< 1 day	AIZ02	NA	100	19.6	SD04430	Salamandridae	Salamandra salamandra gallaica	1000221 - Temperate woodland	Narrow stone alley with deciduous leaf litter along the edges.	Adult	Male	41.15	-8.63	recAf61NgigHFbcBU	Urodela	Amphibia	SD0443001	Amphibians
Faecal	Animal	< 1 minute	< 14 days	ABK03	NA	63	6	SD00612	Lacertidae	Podarcis muralis	1000221 - Temperate woodland	Boulders and rocky slopes	Unknown	Male	42.74	-0.59	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0061201	Reptiles
Faecal	Animal	< 1 minute	< 1 day	ACQ92	NA	NA	23	SD00146	Muridae	Apodemus sylvaticus	1000250 - Boreal forests	Mosaic of semi-natural forest, plantations, felled areas and heath	Adult	Male	57.19	-3.68	recWNrlBagsRxnwjj	Rodentia	Mammalia	SD0014601	Mammals
Tissue	Animal	< 1 minute	< 1 day	AFP74	NA	16	8.9	SD02631	Lacertidae	Psammodromus manuelae	1000199 - Mediterranean forest	NA	Adult	Female	40.92	-7.1	recAf61NgigHFbcBU	Squamata	Reptilia	SD0263101	Reptiles
Faecal	Animal	< 1 minute	< 1 day	AEA12	NA	174.6	6.17	SD00997	Lacertidae	Podarcis muralis	1000194 - Montane grassland	NA	Adult	Male	42.82	-0.57	recD0072mQhXdzBoy	Squamata	Reptilia	SD0099701	Reptiles
Tissue	Animal	< 1 minute	< 1 day	AFQ70	NA	12.9	3	SD02581	Lacertidae	Podarcis sp.	1000199 - Mediterranean forest	NA	Adult	Male	40.86	-8.25	recAf61NgigHFbcBU	Squamata	Reptilia	SD0258101	Reptiles
Anal/cloacal swab	Animal	< 10 minutes	< 3 days	ABT65	NA	84	3.8	SD01364	Phrynosomatidae	Sceloporus subniger	1001803 - Tropical forest	NA	Adult	Female	19.81	-97.67	recwKhnfLZNKSTGMp	Squamata	Reptilia	SD0136401	Reptiles
Faecal	Animal	< 1 minute	< 1 day	AFV05	NA	55	4.05	SD03786	Lacertidae	Podarcis muralis	1000198 - Mixed forest	NA	Adult	Male	43.31	-1.75	recIUTmSxiyqoU5lQ	Squamata	Reptilia	SD0378601	Reptiles
Tissue	Animal	< 1 minute	< 3 days	ADI44	NA	145.88	3.33	SD00957	Lacertidae	Podarcis muralis	1000246 - Village	cemetery	Adult	Male	42.87	-0.56	recD0072mQhXdzBoy	Squamata	Reptilia	SD0095701	Reptiles
